0	4802
1	4704
2	4979
3	4873
4	4707
5	4614
6	4714
7	4712
8	4969
9	4838
10	4970
11	4858
12	4643
13	4649
14	4647
15	4806
16	4742
17	4811
18	4915
19	4815
20	4831
21	4915
22	4934
23	4802
24	4801
25	4915
26	4714
27	4949
28	4722
29	4922
30	4714
31	4915
32	4915
33	4862
34	4884
35	4922
36	4801
37	4616
38	4786
39	4862
40	4922
41	4698
42	4869
43	4628
44	4915
45	4915
46	4915
47	4915
48	4915
49	4915
50	4762
51	4884
52	4915
53	4836
54	4911
55	4883
56	4915
57	4915
58	4719
59	4934
60	4702
61	4911
62	4801
63	4862
64	4915
65	4931
66	4739
67	4880
68	4643
69	4590
70	4895
71	4954
72	4687
73	4915
74	4866
75	4725
76	4714
77	4644
78	4680
79	4704
80	4915
81	4798
82	4680
83	4808
84	4806
85	4870
86	4680
87	4926
88	4637
89	4674
90	4614
91	4737
92	4607
93	4643
94	4658
95	4816
96	4598
97	4861
98	4687
99	4747
100	4657
101	4644
102	4809
103	4671
104	4715
105	4915
106	4768
107	4714
108	4908
109	4915
110	4761
111	4915
112	4625
113	4926
114	4909
115	4667
116	4639
117	4774
118	4744
119	4662
120	4716
121	4926
122	4769
123	4609
124	4922
125	4742
126	4746
127	4854
128	4761
129	4869
130	4926
131	4847
132	4614
133	4882
134	4963
135	4765
136	4714
137	4950
138	4598
139	4714
140	4614
141	4858
142	4704
143	4976
144	4776
145	4643
146	4643
147	4751
148	4704
149	4773
150	4955
151	4682
152	4959
153	4858
154	4956
155	4643
156	4591
157	4734
158	4662
159	4761
160	4589
161	4709
162	4789
163	4662
164	4884
165	4761
166	4721
167	4666
168	4726
169	4706
170	4830
171	4926
172	4704
173	4950
174	4635
175	4895
176	4915
177	4821
178	4616
179	4704
180	4959
181	4680
182	4970
183	4883
184	4744
185	4958
186	4652
187	4714
188	4636
189	4621
190	4889
191	4701
192	4945
193	4923
194	4761
195	4821
196	4655
197	4759
198	4972
199	4950
200	4701
201	4776
202	4692
203	4651
204	4956
205	4913
206	4761
207	4744
208	4650
209	4702
210	4928
211	4643
212	4895
213	4950
214	4701
215	4950
216	4714
217	4956
218	4905
219	4704
220	4650
221	4818
222	4912
223	4896
224	4950
225	4643
226	4889
227	4853
228	4926
229	4667
230	4704
231	4761
232	4802
233	4662
234	4758
235	4972
236	4758
237	4957
238	4704
239	4698
240	4651
241	4711
242	4651
243	4643
244	4643
245	4774
246	4926
247	4950
248	4765
249	4972
250	4714
251	4765
252	4670
253	4813
254	4701
255	4895
256	4832
257	4704
258	4643
259	4609
260	4956
261	4761
262	4900
263	4896
264	4714
265	4714
266	4845
267	4714
268	4934
269	4643
270	4714
271	4765
272	4714
273	4835
274	4915
275	4728
276	4915
277	4921
278	4915
279	4802
280	4636
281	4626
282	4915
283	4716
284	4745
285	4625
286	4622
287	4745
288	4665
289	4775
290	4903
291	4795
292	4696
293	4921
294	4763
295	4687
296	4600
297	4795
298	4915
299	4796
300	4797
301	4687
302	4716
303	4774
304	4883
305	4641
306	4795
307	4716
308	4630
309	4922
310	4628
311	4975
312	4896
313	4846
314	4732
315	4921
316	4789
317	4618
318	4884
319	4625
320	4835
321	4806
322	4714
323	4625
324	4753
325	4668
326	4762
327	4803
328	4915
329	4921
330	4705
331	4915
332	4649
333	4714
334	4667
335	4848
336	4677
337	4918
338	4774
339	4740
340	4953
341	4687
342	4795
343	4606
344	4677
345	4896
346	4799
347	4883
348	4915
349	4915
350	4714
351	4891
352	4864
353	4775
354	4625
355	4857
356	4683
357	4884
358	4933
359	4922
360	4915
361	4714
362	4915
363	4623
364	4714
365	4625
366	4920
367	4869
368	4883
369	4922
370	4699
371	4643
372	4733
373	4787
374	4799
375	4706
376	4662
377	4724
378	4687
379	4869
380	4604
381	4971
382	4714
383	4625
384	4783
385	4796
386	4795
387	4716
388	4687
389	4915
390	4829
391	4884
392	4762
393	4765
394	4883
395	4625
396	4909
397	4795
398	4687
399	4728
400	4884
401	4859
402	4739
403	4716
404	4699
405	4625
406	4713
407	4677
408	4687
409	4860
410	4897
411	4642
412	4714
413	4686
414	4788
415	4921
416	4600
417	4795
418	4884
419	4681
420	4625
421	4764
422	4676
423	4926
424	4701
425	4687
426	4704
427	4979
428	4857
429	4740
430	4649
431	4643
432	4743
433	4743
434	4888
435	4776
436	4770
437	4645
438	4662
439	4927
440	4889
441	4775
442	4926
443	4643
444	4883
445	4915
446	4915
447	4915
448	4915
449	4836
450	4862
451	4857
452	4714
453	4915
454	4780
455	4687
456	4687
457	4915
458	4646
459	4724
460	4915
461	4922
462	4614
463	4915
464	4610
465	4714
466	4755
467	4915
468	4753
469	4960
470	4817
471	4714
472	4761
473	4823
474	4643
475	4843
476	4960
477	4867
478	4759
479	4690
480	4883
481	4662
482	4872
483	4649
484	4714
485	4602
486	4896
487	4744
488	4741
489	4659
490	4765
491	4824
492	4643
493	4714
494	4866
495	4812
496	4643
497	4643
498	4687
499	4896
500	4967
501	4765
502	4896
503	4832
504	4714
505	4896
506	4845
507	4816
508	4714
509	4643
510	4687
511	4643
512	4765
513	4687
514	4643
515	4915
516	4714
517	4714
518	4643
519	4643
520	4835
521	4765
522	4643
523	4643
524	4874
525	4845
526	4758
527	4714
528	4835
529	4643
530	4687
531	4643
532	4835
533	4714
534	4628
535	4643
536	4714
537	4866
538	4866
539	4835
540	4845
541	4643
542	4874
543	4714
544	4643
545	4643
546	4714
547	4643
548	4835
549	4714
550	4643
551	4896
552	4845
553	4714
554	4915
555	4687
556	4915
557	4714
558	4915
559	4714
560	4896
561	4835
562	4714
563	4714
564	4756
565	4714
566	4866
567	4756
568	4714
569	4643
570	4973
571	4643
572	4714
573	4845
574	4643
575	4618
576	4713
577	4835
578	4643
579	4756
580	4835
581	4922
582	4866
583	4891
584	4643
585	4845
586	4835
587	4643
588	4714
589	4835
590	4866
591	4866
592	4714
593	4714
594	4845
595	4714
596	4897
597	4714
598	4714
599	4915
600	4866
601	4883
602	4714
603	4866
604	4643
605	4643
606	4643
607	4687
608	4714
609	4835
610	4802
611	4835
612	4845
613	4762
614	4643
615	4714
616	4643
617	4896
618	4877
619	4662
620	4714
621	4946
622	4680
623	4605
624	4755
625	4866
626	4688
627	4713
628	4827
629	4942
630	4891
631	4756
632	4643
633	4772
634	4592
635	4922
636	4687
637	4948
638	4866
639	4930
640	4814
641	4741
642	4714
643	4640
644	4847
645	4643
646	4915
647	4737
648	4656
649	4799
650	4896
651	4924
652	4766
653	4922
654	4714
655	4625
656	4740
657	4723
658	4855
659	4806
660	4661
661	4714
662	4643
663	4760
664	4915
665	4599
666	4671
667	4690
668	4944
669	4687
670	4619
671	4892
672	4915
673	4597
674	4731
675	4662
676	4714
677	4643
678	4915
679	4810
680	4743
681	4784
682	4879
683	4922
684	4806
685	4741
686	4741
687	4792
688	4592
689	4687
690	4741
691	4934
692	4824
693	4934
694	4939
695	4736
696	4602
697	4736
698	4595
699	4661
700	4741
701	4945
702	4662
703	4934
704	4806
705	4899
706	4821
707	4878
708	4709
709	4934
710	4922
711	4922
712	4687
713	4741
714	4878
715	4824
716	4782
717	4671
718	4780
719	4602
720	4943
721	4596
722	4688
723	4652
724	4856
725	4804
726	4856
727	4959
728	4917
729	4741
730	4779
731	4915
732	4741
733	4687
734	4915
735	4687
736	4714
737	4714
738	4922
739	4593
740	4944
741	4717
742	4741
743	4717
744	4611
745	4791
746	4806
747	4944
748	4741
749	4614
750	4847
751	4685
752	4715
753	4915
754	4941
755	4675
756	4640
757	4644
758	4806
759	4662
760	4603
761	4765
762	4949
763	4674
764	4740
765	4716
766	4677
767	4741
768	4978
769	4875
770	4699
771	4638
772	4714
773	4905
774	4694
775	4741
776	4675
777	4922
778	4922
779	4687
780	4922
781	4643
782	4687
783	4845
784	4922
785	4687
786	4922
787	4687
788	4687
789	4922
790	4922
791	4922
792	4780
793	4922
794	4922
795	4704
796	4845
797	4697
798	4922
799	4900
800	4802
801	4841
802	4771
803	4714
804	4748
805	4922
806	4922
807	4687
808	4687
809	4922
810	4922
811	4922
812	4633
813	4962
814	4662
815	4633
816	4643
817	4806
818	4914
819	4687
820	4920
821	4922
822	4749
823	4643
824	4864
825	4775
826	4937
827	4968
828	4912
829	4782
830	4845
831	4934
832	4736
833	4899
834	4886
835	4703
836	4934
837	4714
838	4607
839	4714
840	4775
841	4912
842	4612
843	4966
844	4901
845	4839
846	4599
847	4693
848	4940
849	4761
850	4678
851	4899
852	4775
853	4823
854	4973
855	4675
856	4845
857	4653
858	4643
859	4823
860	4874
861	4967
862	4653
863	4688
864	4731
865	4653
866	4667
867	4899
868	4902
869	4744
870	4843
871	4866
872	4708
873	4835
874	4873
875	4843
876	4714
877	4755
878	4865
879	4886
880	4687
881	4687
882	4687
883	4714
884	4601
885	4608
886	4642
887	4922
888	4905
889	4922
890	4915
891	4785
892	4714
893	4715
894	4894
895	4687
896	4706
897	4714
898	4922
899	4823
900	4741
901	4667
902	4775
903	4687
904	4810
905	4865
906	4922
907	4687
908	4619
909	4869
910	4714
911	4740
912	4687
913	4910
914	4922
915	4700
916	4687
917	4687
918	4629
919	4878
920	4673
921	4824
922	4687
923	4714
924	4922
925	4915
926	4687
927	4619
928	4922
929	4849
930	4714
931	4720
932	4936
933	4922
934	4603
935	4845
936	4922
937	4896
938	4973
939	4757
940	4893
941	4649
942	4680
943	4892
944	4687
945	4625
946	4687
947	4809
948	4687
949	4741
950	4866
951	4847
952	4781
953	4670
954	4717
955	4698
956	4866
957	4873
958	4823
959	4670
960	4680
961	4886
962	4919
963	4594
964	4731
965	4912
966	4789
967	4802
968	4718
969	4871
970	4607
971	4915
972	4949
973	4607
974	4886
975	4607
976	4916
977	4642
978	4969
979	4874
980	4741
981	4915
982	4929
983	4639
984	4812
985	4624
986	4822
987	4833
988	4947
989	4915
990	4632
991	4915
992	4771
993	4835
994	4737
995	4866
996	4731
997	4866
998	4713
999	4649
1000	4908
1001	4687
1002	4823
1003	4866
1004	4973
1005	4745
1006	4922
1007	4850
1008	4896
1009	4869
1010	4891
1011	4866
1012	4706
1013	4922
1014	4922
1015	4695
1016	4915
1017	4915
1018	4922
1019	4745
1020	4687
1021	4973
1022	4603
1023	4687
1024	4899
1025	4807
1026	4771
1027	4922
1028	4680
1029	4687
1030	4771
1031	4687
1032	4695
1033	4687
1034	4687
1035	4920
1036	4922
1037	4922
1038	4687
1039	4922
1040	4687
1041	4922
1042	4823
1043	4922
1044	4687
1045	4922
1046	4920
1047	4922
1048	4922
1049	4687
1050	4922
1051	4687
1052	4713
1053	4922
1054	4687
1055	4687
1056	4687
1057	4961
1058	4888
1059	4961
1060	4687
1061	4954
1062	4687
1063	4651
1064	4687
1065	4735
1066	4687
1067	4719
1068	4687
1069	4687
1070	4589
1071	4761
1072	4687
1073	4739
1074	4687
1075	4806
1076	4687
1077	4794
1078	4687
1079	4754
1080	4687
1081	4911
1082	4888
1083	4662
1084	4920
1085	4690
1086	4687
1087	4640
1088	4794
1089	4807
1090	4741
1091	4866
1092	4741
1093	4874
1094	4729
1095	4834
1096	4866
1097	4649
1098	4741
1099	4649
1100	4941
1101	4688
1102	4777
1103	4823
1104	4625
1105	4899
1106	4672
1107	4888
1108	4690
1109	4644
1110	4687
1111	4866
1112	4644
1113	4974
1114	4649
1115	4899
1116	4911
1117	4922
1118	4714
1119	4866
1120	4780
1121	4780
1122	4866
1123	4894
1124	4700
1125	4714
1126	4780
1127	4688
1128	4689
1129	4757
1130	4714
1131	4632
1132	4741
1133	4874
1134	4837
1135	4756
1136	4760
1137	4778
1138	4654
1139	4653
1140	4840
1141	4866
1142	4714
1143	4648
1144	4839
1145	4643
1146	4789
1147	4715
1148	4745
1149	4690
1150	4640
1151	4922
1152	4779
1153	4789
1154	4680
1155	4863
1156	4823
1157	4911
1158	4690
1159	4826
1160	4874
1161	4941
1162	4937
1163	4941
1164	4745
1165	4752
1166	4653
1167	4675
1168	4745
1169	4662
1170	4688
1171	4941
1172	4896
1173	4640
1174	4714
1175	4874
1176	4935
1177	4643
1178	4767
1179	4710
1180	4757
1181	4654
1182	4823
1183	4741
1184	4963
1185	4922
1186	4714
1187	4687
1188	4823
1189	4662
1190	4899
1191	4741
1192	4799
1193	4823
1194	4891
1195	4899
1196	4852
1197	4680
1198	4835
1199	4717
1200	4741
1201	4625
1202	4780
1203	4898
1204	4625
1205	4675
1206	4630
1207	4941
1208	4884
1209	4731
1210	4915
1211	4679
1212	4915
1213	4643
1214	4731
1215	4643
1216	4669
1217	4741
1218	4661
1219	4944
1220	4808
1221	4845
1222	4907
1223	4611
1224	4810
1225	4775
1226	4747
1227	4599
1228	4671
1229	4634
1230	4766
1231	4714
1232	4886
1233	4915
1234	4866
1235	4717
1236	4653
1237	4639
1238	4886
1239	4727
1240	4775
1241	4868
1242	4873
1243	4741
1244	4873
1245	4878
1246	4873
1247	4915
1248	4886
1249	4810
1250	4680
1251	4714
1252	4634
1253	4706
1254	4934
1255	4844
1256	4938
1257	4973
1258	4899
1259	4922
1260	4810
1261	4845
1262	4714
1263	4669
1264	4899
1265	4740
1266	4775
1267	4625
1268	4886
1269	4899
1270	4788
1271	4941
1272	4899
1273	4714
1274	4690
1275	4899
1276	4973
1277	4620
1278	4789
1279	4620
1280	4661
1281	4620
1282	4714
1283	4691
1284	4899
1285	4944
1286	4649
1287	4899
1288	4890
1289	4662
1290	4899
1291	4824
1292	4643
1293	4973
1294	4883
1295	4809
1296	4910
1297	4951
1298	4661
1299	4915
1300	4775
1301	4789
1302	4922
1303	4922
1304	4597
1305	4765
1306	4680
1307	4667
1308	4835
1309	4824
1310	4704
1311	4857
1312	4979
1313	4898
1314	4741
1315	4624
1316	4661
1317	4766
1318	4920
1319	4789
1320	4915
1321	4915
1322	4714
1323	4915
1324	4687
1325	4827
1326	4883
1327	4709
1328	4747
1329	4915
1330	4823
1331	4625
1332	4680
1333	4715
1334	4714
1335	4631
1336	4827
1337	4781
1338	4625
1339	4730
1340	4700
1341	4915
1342	4977
1343	4806
1344	4624
1345	4883
1346	4806
1347	4881
1348	4639
1349	4714
1350	4661
1351	4904
1352	4945
1353	4915
1354	4741
1355	4625
1356	4740
1357	4788
1358	4714
1359	4731
1360	4959
1361	4941
1362	4662
1363	4835
1364	4906
1365	4835
1366	4906
1367	4694
1368	4750
1369	4965
1370	4835
1371	4835
1372	4842
1373	4835
1374	4906
1375	4906
1376	4906
1377	4906
1378	4906
1379	4906
1380	4906
1381	4906
1382	4906
1383	4906
1384	4906
1385	4906
1386	4906
1387	4906
1388	4906
1389	4906
1390	4906
1391	4906
1392	4906
1393	4906
1394	4906
1395	4906
1396	4906
1397	4906
1398	4906
1399	4906
1400	4906
1401	4906
1402	4906
1403	4906
1404	4906
1405	4906
1406	4906
1407	4906
1408	4906
1409	4906
1410	4906
1411	4906
1412	4906
1413	4906
1414	4906
1415	4906
1416	4906
1417	4906
1418	4906
1419	4906
1420	4906
1421	4906
1422	4906
1423	4906
1424	4906
1425	4906
1426	4906
1427	4906
1428	4906
1429	4906
1430	4906
1431	4906
1432	4906
1433	4906
1434	4906
1435	4906
1436	4906
1437	4906
1438	4906
1439	4906
1440	4906
1441	4906
1442	4906
1443	4906
1444	4906
1445	4906
1446	4906
1447	4906
1448	4906
1449	4906
1450	4906
1451	4906
1452	4906
1453	4906
1454	4906
1455	4906
1456	4906
1457	4906
1458	4906
1459	4906
1460	4906
1461	4906
1462	4906
1463	4906
1464	4906
1465	4906
1466	4906
1467	4906
1468	4906
1469	4906
1470	4906
1471	4906
1472	4906
1473	4906
1474	4906
1475	4906
1476	4906
1477	4906
1478	4906
1479	4906
1480	4774
1481	4925
1482	4790
1483	4906
1484	4906
1485	4906
1486	4906
1487	4906
1488	4906
1489	4906
1490	4906
1491	4906
1492	4906
1493	4906
1494	4906
1495	4906
1496	4906
1497	4906
1498	4906
1499	4906
1500	4906
1501	4906
1502	4906
1503	4906
1504	4643
1505	4906
1506	4906
1507	4906
1508	4906
1509	4906
1510	4906
1511	4906
1512	4906
1513	4906
1514	4906
1515	4906
1516	4906
1517	4906
1518	4906
1519	4906
1520	4906
1521	4906
1522	4906
1523	4906
1524	4906
1525	4878
1526	4906
1527	4906
1528	4906
1529	4906
1530	4906
1531	4906
1532	4906
1533	4720
1534	4906
1535	4906
1536	4906
1537	4906
1538	4906
1539	4906
1540	4906
1541	4906
1542	4906
1543	4906
1544	4906
1545	4906
1546	4906
1547	4906
1548	4906
1549	4906
1550	4906
1551	4906
1552	4906
1553	4906
1554	4906
1555	4906
1556	4906
1557	4906
1558	4906
1559	4906
1560	4906
1561	4906
1562	4906
1563	4906
1564	4902
1565	4906
1566	4906
1567	4906
1568	4906
1569	4906
1570	4906
1571	4906
1572	4599
1573	4906
1574	4906
1575	4906
1576	4906
1577	4906
1578	4906
1579	4906
1580	4906
1581	4906
1582	4906
1583	4906
1584	4906
1585	4906
1586	4892
1587	4906
1588	4906
1589	4906
1590	4906
1591	4906
1592	4906
1593	4906
1594	4906
1595	4906
1596	4906
1597	4906
1598	4906
1599	4906
1600	4906
1601	4906
1602	4906
1603	4906
1604	4906
1605	4906
1606	4906
